Ar+15        18        16   7407313.4533(1s)
    1 512                 (2)0( 0.5)         0.0000    {X}
    2 513                 (2)1( 0.5)    258655.8015    {X}
    3 513                 (2)1( 1.5)    284415.1104    {X}
    4 514                 (2)0( 0.5)   4177546.4051    {X}
    5 515                 (2)1( 0.5)   4249000.5090    {X}
    6 515                 (2)1( 1.5)   4256634.2890    {X}
    7 516                 (2)2( 1.5)   4283832.2072    {X}
    8 516                 (2)2( 2.5)   4286206.6268    {X}
    9 517                 (2)0( 0.5)   5607710.4339    {X}
   10 518                 (2)1( 0.5)   5637103.0171    {X}
   11 518                 (2)1( 1.5)   5640318.4425    {X}
   12 519                 (2)2( 1.5)   5651601.5299    {X}
   13 519                 (2)2( 2.5)   5652603.6481    {X}
   14 51A                 (2)3( 2.5)   5653176.1214    {X}
   15 51A                 (2)3( 3.5)   5653676.0449    {X}
   16 51B                 (2)0( 0.5)   6262505.5303    {X}
   17 51C                 (2)1( 0.5)   6277366.5935    {X}
   18 51C                 (2)1( 1.5)   6279010.5444    {X}
   19 51D                 (2)2( 1.5)   6284740.4120    {X}
   20 51D                 (2)2( 2.5)   6285253.5222    {X}
   21 51E                 (2)3( 2.5)   6285575.8165    {X}
   22 51E                 (2)3( 3.5)   6285831.8209    {X}
   23 51F                 (2)4( 3.5)   6285837.1999    {X}
   24 51F                 (2)4( 4.5)   6285990.6887    {X}
   -1    288.347 67.3680 65.0562 29.4267 28.7829 28.4779 16.4126 16.1471 16.0196 16.0055 10.4509 10.3165 10.2515 10.2439 10.2420
16.00    3       2.56+04 5.12+04 1.28+05 2.56+05 5.12+05 1.28+06 2.56+06 5.12+06 1.28+07 2.56+07 5.12+07 1.28+08 2.56+08 5.12+08
   2   1 1.18+09 3.28-01 3.29-01 3.32-01 3.38-01 3.47-01 3.60-01 3.80-01 4.15-01 4.88-01 5.56-01 6.25-01 7.15-01 7.80-01 8.43-01-8.95-02
   3   1 1.57+09 6.45-01 6.46-01 6.51-01 6.62-01 6.81-01 7.10-01 7.47-01 8.13-01 9.51-01 1.08+00 1.22+00 1.39+00 1.52+00 1.65+00-1.79-01
   3   2 1.54+02 7.49-02 7.48-02 7.42-02 7.32-02 7.13-02 6.69-02 6.17-02 5.55-02 4.74-02 4.25-02 3.92-02 3.66-02 3.56-02 3.50-02 3.42-02
   4   1 1.00-30 3.03-02 3.03-02 3.04-02 3.05-02 3.06-02 3.11-02 3.16-02 3.25-02 3.39-02 3.49-02 3.58-02 3.66-02 3.70-02 3.72-02 3.76-02
   4   2 2.00+11 2.40-03 2.40-03 2.39-03 2.39-03 2.38-03 2.38-03 2.46-03 2.74-03 3.60-03 4.73-03 6.35-03 9.11-03 1.15-02 1.42-02-4.37-03
   4   3 3.92+11 4.82-03 4.82-03 4.81-03 4.79-03 4.77-03 4.78-03 4.95-03 5.52-03 7.25-03 9.52-03 1.28-02 1.83-02 2.31-02 2.84-02-8.74-03
   5   1 1.43+12 7.02-03 7.04-03 7.10-03 7.21-03 7.45-03 8.20-03 9.52-03 1.22-02 1.86-02 2.58-02 3.54-02 5.11-02 6.47-02 7.95-02-2.46-02
   5   2 1.00-30 3.40-02 3.40-02 3.40-02 3.40-02 3.41-02 3.42-02 3.45-02 3.48-02 3.54-02 3.59-02 3.62-02 3.65-02 3.66-02 3.66-02 3.67-02
   5   3 4.11+08 1.09-02 1.09-02 1.08-02 1.07-02 1.04-02 9.83-03 9.17-03 8.44-03 7.64-03 7.30-03 7.22-03 7.33-03 7.45-03 7.55-03 7.76-03
   5   4 1.51+08 2.04+00 2.06+00 2.09+00 2.07+00 2.07+00 2.24+00 2.52+00 2.92+00 3.53+00 4.01+00 4.46+00 5.02+00 5.43+00 5.82+00-5.46-01
   6   1 1.44+12 1.40-02 1.40-02 1.42-02 1.44-02 1.49-02 1.64-02 1.90-02 2.44-02 3.71-02 5.14-02 7.05-02 1.02-01 1.29-01 1.59-01-4.92-02
   6   2 2.14+08 1.09-02 1.09-02 1.08-02 1.06-02 1.04-02 9.79-03 9.12-03 8.40-03 7.62-03 7.29-03 7.21-03 7.32-03 7.44-03 7.55-03 7.75-03
   6   3 2.08+08 7.90-02 7.90-02 7.89-02 7.89-02 7.87-02 7.84-02 7.82-02 7.81-02 7.85-02 7.91-02 7.97-02 8.03-02 8.07-02 8.09-02 8.12-02
   6   4 2.05+08 4.03+00 4.09+00 4.17+00 4.13+00 4.11+00 4.38+00 4.91+00 5.67+00 6.86+00 7.79+00 8.69+00 9.81+00 1.06+01 1.14+01-1.09+00
   6   5 4.00+00 2.96-01 2.96-01 2.94-01 2.91-01 2.86-01 2.77-01 2.68-01 2.61-01 2.53-01 2.48-01 2.44-01 2.40-01 2.37-01 2.35-01 2.32-01
   7   1 1.11+09 2.36-02 2.36-02 2.37-02 2.38-02 2.39-02 2.45-02 2.55-02 2.73-02 3.10-02 3.43-02 3.75-02 4.08-02 4.24-02 4.34-02 4.50-02
   7   2 3.67+12 1.07-01 1.07-01 1.08-01 1.09-01 1.11-01 1.18-01 1.29-01 1.50-01 1.96-01 2.45-01 3.06-01 4.04-01 4.88-01 5.78-01-1.48-01
   7   3 7.20+11 4.76-02 4.76-02 4.74-02 4.71-02 4.67-02 4.59-02 4.57-02 4.71-02 5.27-02 6.04-02 7.14-02 9.02-02 1.07-01 1.25-01-2.96-02
   7   4 9.22+01 1.75-01 1.75-01 1.75-01 1.74-01 1.74-01 1.72-01 1.70-01 1.68-01 1.65-01 1.63-01 1.60-01 1.57-01 1.56-01 1.55-01 1.53-01
   7   5 1.13+07 2.78+00 2.72+00 2.58+00 2.58+00 2.77+00 3.33+00 3.93+00 4.61+00 5.53+00 6.20+00 6.82+00 7.57+00 8.10+00 8.61+00-7.06-01
   7   6 1.08+06 5.63-01 5.56-01 5.50-01 5.71-01 6.29-01 7.61-01 8.89-01 1.03+00 1.22+00 1.35+00 1.48+00 1.63+00 1.74+00 1.84+00-1.41-01
   8   1 1.11+09 3.54-02 3.54-02 3.55-02 3.56-02 3.59-02 3.68-02 3.82-02 4.10-02 4.65-02 5.15-02 5.63-02 6.12-02 6.36-02 6.52-02 6.75-02
   8   2 6.16+04 2.16-02 2.15-02 2.13-02 2.09-02 2.01-02 1.83-02 1.63-02 1.39-02 1.10-02 9.41-03 8.44-03 7.91-03 7.80-03 7.79-03 7.89-03
