Ar+17        18        18  35702197.4161(1s)
    1 511                 (2)0( 0.5)         0.0000    {X}
    2 512                 (2)0( 0.5)  26774006.9331    {X}
    3 513                 (2)1( 0.5)  26774154.3934    {X}
    4 513                 (2)1( 1.5)  26812996.6453    {X}
    5 514                 (2)0( 0.5)  31743522.7668    {X}
    6 515                 (2)1( 0.5)  31743553.0341    {X}
    7 516                 (2)2( 1.5)  31755071.4868    {X}
    8 515                 (2)1( 1.5)  31755077.8274    {X}
    9 516                 (2)2( 2.5)  31758874.3397    {X}
   10 517                 (2)0( 0.5)  33481257.2416    {X}
   11 518                 (2)1( 0.5)  33481267.4898    {X}
   12 519                 (2)2( 1.5)  33486127.2299    {X}
   13 518                 (2)1( 1.5)  33486130.0353    {X}
   14 51A                 (2)3( 2.5)  33487731.6994    {X}
   15 519                 (2)2( 2.5)  33487732.5112    {X}
   16 51A                 (2)3( 3.5)  33488532.1067    {X}
   17 51B                 (2)0( 0.5)  34284901.5682    {X}
   18 51C                 (2)1( 0.5)  34284906.1090    {X}
   19 51D                 (2)2( 1.5)  34287393.9036    {X}
   20 51C                 (2)1( 1.5)  34287395.3975    {X}
   21 51E                 (2)3( 2.5)  34288215.5452    {X}
   22 51D                 (2)2( 2.5)  34288215.9555    {X}
   23 51F                 (2)4( 3.5)  34288625.3214    {X}
   24 51E                 (2)3( 3.5)  34288625.4744    {X}
   25 51F                 (2)4( 4.5)  34288870.9967    {X}
   -1    325.425 81.4427 81.2054 36.1572 36.0869 36.0311 20.3218 20.2921 20.2686 20.2586 12.9984 12.9832 12.9712 12.9661 12.9632
18.00    3       3.24+04 6.48+04 1.62+05 3.24+05 6.48+05 1.62+06 3.24+06 6.48+06 1.62+07 3.24+07 6.48+07 1.62+08 3.24+08 6.48+08
   2   1 1.00-30 2.21-03 2.21-03 2.21-03 2.21-03 2.22-03 2.22-03 2.23-03 2.24-03 2.27-03 2.32-03 2.38-03 2.48-03 2.56-03 2.63-03 2.77-03
   3   1 6.56+13 3.02-03 3.02-03 3.02-03 3.02-03 3.03-03 3.05-03 3.10-03 3.22-03 3.60-03 4.20-03 5.24-03 7.41-03 9.52-03 1.19-02-4.50-03
   3   2 1.79-01 8.73-01 8.74-01 8.88-01 9.29-01 1.00+00 1.12+00 1.23+00 1.33+00 1.46+00 1.55+00 1.63+00 1.72+00 1.79+00 1.85+00-7.35-02
   4   1 6.59+13 6.03-03 6.03-03 6.03-03 6.04-03 6.05-03 6.10-03 6.20-03 6.42-03 7.17-03 8.39-03 1.05-02 1.48-02 1.90-02 2.37-02-9.00-03
   4   2 3.31+06 5.12-01 5.12-01 5.20-01 5.48-01 6.14-01 7.65-01 9.15-01 1.08+00 1.31+00 1.47+00 1.62+00 1.81+00 1.94+00 2.05+00-1.47-01
   4   3 5.27+02 6.04-02 6.04-02 6.02-02 5.97-02 5.83-02 5.47-02 5.05-02 4.54-02 3.88-02 3.49-02 3.24-02 3.06-02 2.98-02 2.92-02 2.80-02
   5   1 1.00-30 4.72-04 4.72-04 4.72-04 4.72-04 4.71-04 4.71-04 4.70-04 4.70-04 4.70-04 4.73-04 4.79-04 4.95-04 5.08-04 5.20-04 5.46-04
   5   2 1.00-30 2.64-02 2.64-02 2.64-02 2.65-02 2.66-02 2.70-02 2.75-02 2.83-02 2.94-02 3.03-02 3.11-02 3.18-02 3.21-02 3.23-02 3.27-02
   5   3 2.33+11 2.10-03 2.10-03 2.10-03 2.08-03 2.06-03 2.00-03 1.98-03 2.09-03 2.73-03 3.64-03 4.65-03 5.91-03 6.98-03 8.24-03-2.50-03
   5   4 4.55+11 4.20-03 4.20-03 4.19-03 4.17-03 4.12-03 4.01-03 3.98-03 4.20-03 5.49-03 7.31-03 9.31-03 1.18-02 1.40-02 1.65-02-4.99-03
   6   1 1.76+13 6.52-04 6.52-04 6.52-04 6.52-04 6.52-04 6.53-04 6.55-04 6.65-04 7.11-04 7.98-04 9.58-04 1.31-03 1.64-03 2.02-03-7.22-04
   6   2 2.35+12 8.58-03 8.58-03 8.61-03 8.71-03 8.97-03 9.84-03 1.15-02 1.48-02 2.38-02 3.43-02 4.52-02 5.77-02 6.76-02 7.96-02-2.52-02
   6   3 1.00-30 2.72-02 2.72-02 2.72-02 2.72-02 2.73-02 2.74-02 2.76-02 2.78-02 2.83-02 2.87-02 2.91-02 2.94-02 2.96-02 2.96-02 2.96-02
   6   4 8.00+08 9.02-03 9.02-03 8.99-03 8.90-03 8.70-03 8.18-03 7.62-03 7.00-03 6.34-03 6.21-03 6.36-03 6.30-03 6.11-03 6.00-03 6.27-03
   6   5 9.31-03 6.49+00 6.49+00 6.58+00 6.81+00 7.22+00 7.92+00 8.49+00 9.06+00 9.74+00 1.02+01 1.06+01 1.11+01 1.15+01 1.18+01-4.42-01
   7   1 2.00+10 1.38-04 1.38-04 1.38-04 1.37-04 1.36-04 1.32-04 1.26-04 1.18-04 1.07-04 1.03-04 1.05-04 1.18-04 1.30-04 1.42-04 1.65-04
   7   2 1.77+09 2.20-02 2.20-02 2.20-02 2.20-02 2.22-02 2.28-02 2.38-02 2.56-02 2.93-02 3.33-02 3.75-02 4.00-02 4.00-02 3.98-02 4.09-02
   7   3 5.75+12 9.25-02 9.25-02 9.27-02 9.34-02 9.51-02 1.01-01 1.11-01 1.31-01 1.79-01 2.34-01 2.91-01 3.55-01 4.03-01 4.61-01-1.23-01
   7   4 1.12+12 3.97-02 3.97-02 3.96-02 3.95-02 3.91-02 3.86-02 3.86-02 4.02-02 4.70-02 5.63-02 6.67-02 7.87-02 8.79-02 9.92-02-2.45-02
   7   5 8.83-04 1.44-01 1.44-01 1.44-01 1.43-01 1.42-01 1.38-01 1.34-01 1.31-01 1.27-01 1.25-01 1.22-01 1.16-01 1.13-01 1.12-01 1.17-01
   7   6 3.22+05 2.30+00 2.30+00 2.38+00 2.59+00 2.98+00 3.69+00 4.31+00 4.94+00 5.75+00 6.31+00 6.83+00 7.47+00 7.91+00 8.34+00-5.55-01
   8   1 1.76+13 1.30-03 1.30-03 1.30-03 1.30-03 1.30-03 1.30-03 1.31-03 1.33-03 1.42-03 1.59-03 1.91-03 2.61-03 3.28-03 4.03-03-1.44-03
   8   2 2.37+12 1.71-02 1.71-02 1.72-02 1.73-02 1.79-02 1.96-02 2.29-02 2.95-02 4.74-02 6.83-02 9.00-02 1.15-01 1.35-01 1.59-01-5.04-02
   8   3 4.21+08 8.98-03 8.98-03 8.95-03 8.86-03 8.66-03 8.15-03 7.59-03 6.97-03 6.31-03 6.19-03 6.35-03 6.30-03 6.11-03 6.00-03 6.27-03
   8   4 4.05+08 6.36-02 6.36-02 6.36-02 6.35-02 6.34-02 6.31-02 6.29-02 6.28-02 6.31-02 6.37-02 6.47-02 6.53-02 6.53-02 6.53-02 6.55-02
   8   5 5.18+05 3.60+00 3.60+00 3.72+00 4.06+00 4.68+00 5.81+00 6.79+00 7.79+00 9.06+00 9.94+00 1.08+01 1.18+01 1.25+01 1.31+01-8.84-01
   8   6 1.38+01 2.34-01 2.34-01 2.34-01 2.32-01 2.29-01 2.23-01 2.17-01 2.11-01 2.05-01 2.01-01 1.96-01 1.86-01 1.80-01 1.78-01 1.87-01
   8   7 1.07-05 2.03+00 2.03+00 2.05+00 2.11+00 2.21+00 2.38+00 2.53+00 2.66+00 2.84+00 2.95+00 3.06+00 3.19+00 3.28+00 3.36+00-1.11-01
   9   1 2.00+10 2.07-04 2.07-04 2.07-04 2.06-04 2.04-04 1.98-04 1.89-04 1.77-04 1.61-04 1.54-04 1.58-04 1.77-04 1.95-04 2.12-04 2.48-04
