Ar+14        18        15   6900280.3348(1s)
    1 522                 (1)0(  0.0)         0.0000    {X}
    2 512513              (3)1(  4.0)    245794.3392    {X}
    3 512513              (1)1(  1.0)    460593.7207    {X}
    4 523                 (3)1(  4.0)    626411.4008    {X}
    5 523                 (1)2(  2.0)    695542.6452    {X}
    6 523                 (1)0(  0.0)    851298.9364    {X}
    7 512514              (3)0(  1.0)   3942934.4221    {X}
    8 512514              (1)0(  0.0)   3990577.5986    {X}
    9 512515              (1)1(  1.0)   4052636.1767    {X}
   10 512515              (3)1(  4.0)   4056868.6013    {X}
   11 512516              (3)2(  7.0)   4119074.5121    {X}
   12 512516              (1)2(  2.0)   4164091.8478    {X}
   13 513514              (3)1(  4.0)   4251749.7012    {X}
   14 513514              (1)1(  1.0)   4296273.7191    {X}
   15 513515              (1)1(  1.0)   4313847.6901    {X}
   16 513515              (3)2(  7.0)   4328744.9112    {X}
   17 513515              (3)0(  1.0)   4351178.1460    {X}
   18 513515              (3)1(  4.0)   4368388.4680    {X}
   19 513516              (3)3( 10.0)   4385727.5446    {X}
   20 513516              (1)2(  2.0)   4386144.0833    {X}
   21 513515              (1)2(  2.0)   4402576.5568    {X}
   22 513516              (3)2(  7.0)   4421050.0502    {X}
   23 513516              (3)1(  4.0)   4431950.5492    {X}
   24 513515              (1)0(  0.0)   4456654.1603    {X}
   25 513516              (1)3(  3.0)   4478942.2158    {X}
   26 513516              (1)1(  1.0)   4483781.6342    {X}
   27 512517              (3)0(  1.0)   5282724.1813    {X}
   28 512517              (1)0(  0.0)   5300417.2760    {X}
   29 512518              (3)1(  4.0)   5325458.7221    {X}
   30 512518              (1)1(  1.0)   5332435.2246    {X}
   31 512519              (3)2(  7.0)   5350216.0008    {X}
   32 512519              (1)2(  2.0)   5364414.1957    {X}
   33 51251A              (3)3( 10.0)   5365677.6009    {X}
   34 51251A              (1)3(  3.0)   5369582.5539    {X}
   35 51251B              (3)0(  1.0)   5880819.7069    {X}
   36 51251B              (1)0(  0.0)   5888286.4802    {X}
   37 51251C              (3)1(  4.0)   5902058.7923    {X}
   38 51251C              (1)1(  1.0)   5905040.0054    {X}
   39 51251D              (3)2(  7.0)   5914597.1797    {X}
   40 51251D              (1)2(  2.0)   5920828.4090    {X}
   41 51251E              (3)3( 10.0)   5921575.7702    {X}
   42 51251F              (3)4( 13.0)   5922990.0589    {X}
   43 51251F              (1)4(  4.0)   5923085.8637    {X}
   44 51251E              (1)3(  3.0)   5923712.3226    {X}
   -1    276.609 61.3205 58.2719 26.4504 25.6010 25.0549 14.6662 14.3166 14.0936 14.0670 9.30697 9.13036 9.01795 9.00325 9.00156
15.00    3       2.25+04 4.50+04 1.13+05 2.25+05 4.50+05 1.13+06 2.25+06 4.50+06 1.13+07 2.25+07 4.50+07 1.13+08 2.25+08 4.50+08
   2   1 1.00-30 3.06-02 3.05-02 3.03-02 2.99-02 2.91-02 2.70-02 2.42-02 2.02-02 1.40-02 9.68-03 6.05-03 2.80-03 1.46-03 7.38-04 0.00+00
   3   1 9.98+09 6.28-01 6.29-01 6.33-01 6.40-01 6.57-01 6.96-01 7.37-01 7.96-01 9.17-01 1.03+00 1.16+00 1.34+00 1.48+00 1.62+00-2.02-01
   3   2 1.00-30 8.26-02 8.24-02 8.14-02 7.98-02 7.68-02 6.92-02 6.00-02 4.83-02 3.17-02 2.09-02 1.26-02 5.72-03 2.97-03 1.51-03 0.00+00
   4   1 1.00-30 1.45-03 1.45-03 1.43-03 1.40-03 1.34-03 1.20-03 1.02-03 8.04-04 5.07-04 3.22-04 1.89-04 8.40-05 4.35-05 2.21-05 0.00+00
   4   2 7.85+09 2.81+00 2.82+00 2.84+00 2.87+00 2.94+00 3.08+00 3.24+00 3.50+00 4.05+00 4.58+00 5.15+00 5.92+00 6.50+00 7.09+00-8.43-01
   4   3 1.00-30 2.75-02 2.74-02 2.72-02 2.69-02 2.61-02 2.42-02 2.16-02 1.80-02 1.24-02 8.53-03 5.31-03 2.45-03 1.28-03 6.47-04 0.00+00
   5   1 6.63+03 3.00-03 3.00-03 3.02-03 3.05-03 3.10-03 3.23-03 3.41-03 3.69-03 4.16-03 4.50-03 4.76-03 4.98-03 5.08-03 5.14-03 5.22-03
   5   2 1.00-30 4.60-02 4.59-02 4.56-02 4.49-02 4.37-02 4.04-02 3.61-02 3.00-02 2.07-02 1.43-02 8.89-03 4.11-03 2.14-03 1.08-03 0.00+00
   5   3 1.79+09 1.65+00 1.65+00 1.67+00 1.71+00 1.76+00 1.82+00 1.91+00 2.09+00 2.45+00 2.80+00 3.15+00 3.61+00 3.94+00 4.26+00-4.53-01
   5   4 1.00-30 2.07-01 2.06-01 2.04-01 2.00-01 1.93-01 1.74-01 1.51-01 1.22-01 7.98-02 5.27-02 3.18-02 1.44-02 7.49-03 3.81-03 0.00+00
   6   1 1.00-30 1.15-03 1.15-03 1.15-03 1.14-03 1.14-03 1.13-03 1.11-03 1.09-03 1.06-03 1.04-03 1.01-03 9.85-04 9.70-04 9.60-04 9.43-04
   6   2 1.00-30 5.27-03 5.26-03 5.22-03 5.13-03 4.98-03 4.56-03 4.03-03 3.32-03 2.25-03 1.52-03 9.31-04 4.27-04 2.22-04 1.13-04 0.00+00
   6   3 1.55+10 5.54-01 5.55-01 5.59-01 5.66-01 5.80-01 6.10-01 6.44-01 6.97-01 8.08-01 9.16-01 1.03+00 1.19+00 1.31+00 1.42+00-1.71-01
   6   4 1.00-30 2.78-02 2.77-02 2.74-02 2.68-02 2.56-02 2.28-02 1.95-02 1.53-02 9.59-03 6.08-03 3.55-03 1.58-03 8.16-04 4.15-04 0.00+00
   6   5 2.21+02 4.36-02 4.36-02 4.37-02 4.39-02 4.42-02 4.53-02 4.70-02 4.95-02 5.43-02 5.82-02 6.17-02 6.48-02 6.61-02 6.70-02 6.80-02
   7   1 1.00-30 2.98-03 2.97-03 2.93-03 2.87-03 2.75-03 2.47-03 2.13-03 1.70-03 1.12-03 7.42-04 4.52-04 2.06-04 1.07-04 5.42-05 0.00+00
   7   2 7.41+11 9.27-03 9.28-03 9.30-03 9.35-03 9.47-03 9.95-03 1.10-02 1.35-02 1.97-02 2.73-02 3.78-02 5.59-02 7.18-02 8.91-02-2.89-02
   7   3 1.00-30 2.46-03 2.45-03 2.43-03 2.39-03 2.32-03 2.13-03 1.88-03 1.55-03 1.05-03 7.11-04 4.37-04 2.00-04 1.04-04 5.29-05 0.00+00
   7   4 1.00-30 1.64-04 1.63-04 1.62-04 1.58-04 1.52-04 1.35-04 1.16-04 9.10-05 5.73-05 3.64-05 2.15-05 1.00-05 5.43-06 2.91-06 0.00+00
   7   5 1.00-30 2.00-04 1.99-04 1.97-04 1.92-04 1.84-04 1.64-04 1.40-04 1.11-04 7.12-05 4.63-05 2.77-05 1.25-05 6.47-06 3.29-06 0.00+00
   7   6 1.00-30 5.29-05 5.27-05 5.19-05 5.06-05 4.81-05 4.23-05 3.59-05 2.83-05 1.83-05 1.22-05 7.44-06 3.40-06 1.76-06 8.92-07 0.00+00
   8   1 1.00-30 2.59-02 2.59-02 2.60-02 2.61-02 2.64-02 2.71-02 2.80-02 2.92-02 3.12-02 3.26-02 3.38-02 3.49-02 3.54-02 3.57-02 3.61-02
