Ar+15        18        16   7407313.4533(1s)
    1 512                 (2)0( 0.5)         0.0000    {X}
    2 513                 (2)1( 2.5)    275828.6741    {X}
    3 514                 (2)0( 0.5)   4177546.4051    {X}
    4 515                 (2)1( 2.5)   4254089.6957    {X}
    5 516                 (2)2( 4.5)   4285256.8589    {X}
    6 517                 (2)0( 0.5)   5607710.4339    {X}
    7 518                 (2)1( 2.5)   5639246.6340    {X}
    8 519                 (2)2( 4.5)   5652202.8008    {X}
    9 51A                 (2)3( 6.5)   5653461.7920    {X}
   10 51B                 (2)0( 0.5)   6262505.5303    {X}
   11 51C                 (2)1( 2.5)   6278462.5608    {X}
   12 51D                 (2)2( 4.5)   6285048.2781    {X}
   13 51E                 (2)3( 6.5)   6285722.1047    {X}
   14 51F                 (2)4( 8.5)   6285922.4714    {X}
   -1    288.347 67.3680 65.0562 29.4267 28.7829 28.4779 16.4126 16.1471 16.0196 16.0055 10.4509 10.3165 10.2515 10.2439 10.2420
16.00    3       2.56+04 5.12+04 1.28+05 2.56+05 5.12+05 1.28+06 2.56+06 5.12+06 1.28+07 2.56+07 5.12+07 1.28+08 2.56+08 5.12+08
   2   1 1.43+09 9.72-01 9.75-01 9.85-01 1.00+00 1.03+00 1.07+00 1.13+00 1.23+00 1.44+00 1.64+00 1.84+00 2.11+00 2.30+00 2.50+00-2.69-01
   3   1 1.00-30 3.03-02 3.03-02 3.04-02 3.05-02 3.06-02 3.11-02 3.16-02 3.25-02 3.39-02 3.49-02 3.58-02 3.66-02 3.70-02 3.72-02 3.76-02
   3   2 5.92+11 7.21-03 7.21-03 7.20-03 7.17-03 7.15-03 7.16-03 7.41-03 8.26-03 1.09-02 1.43-02 1.91-02 2.74-02 3.47-02 4.25-02-1.31-02
   4   1 1.44+12 2.10-02 2.10-02 2.12-02 2.16-02 2.23-02 2.45-02 2.85-02 3.66-02 5.56-02 7.72-02 1.06-01 1.53-01 1.94-01 2.38-01-7.38-02
   4   2 4.18+08 1.35-01 1.35-01 1.35-01 1.34-01 1.33-01 1.32-01 1.31-01 1.30-01 1.29-01 1.29-01 1.30-01 1.31-01 1.32-01 1.32-01 1.33-01
   4   3 1.86+08 6.05+00 6.14+00 6.25+00 6.20+00 6.17+00 6.62+00 7.44+00 8.60+00 1.04+01 1.18+01 1.32+01 1.48+01 1.60+01 1.72+01-1.64+00
   5   1 1.11+09 5.90-02 5.90-02 5.92-02 5.94-02 5.98-02 6.12-02 6.37-02 6.83-02 7.75-02 8.58-02 9.36-02 1.02-01 1.06-01 1.08-01 1.12-01
   5   2 4.35+12 3.86-01 3.86-01 3.88-01 3.90-01 3.95-01 4.11-01 4.38-01 4.95-01 6.23-01 7.63-01 9.44-01 1.24+00 1.49+00 1.76+00-4.44-01
   5   3 9.86+01 4.38-01 4.38-01 4.36-01 4.35-01 4.33-01 4.30-01 4.26-01 4.20-01 4.13-01 4.07-01 4.01-01 3.94-01 3.90-01 3.87-01 3.83-01
   5   4 9.74+06 8.09+00 7.93+00 7.66+00 7.80+00 8.51+00 1.03+01 1.22+01 1.43+01 1.71+01 1.91+01 2.10+01 2.33+01 2.49+01 2.64+01-2.12+00
   6   1 1.00-30 6.08-03 6.08-03 6.09-03 6.09-03 6.11-03 6.15-03 6.23-03 6.35-03 6.57-03 6.76-03 6.94-03 7.10-03 7.18-03 7.23-03 7.30-03
   6   2 2.37+11 2.41-03 2.41-03 2.39-03 2.37-03 2.32-03 2.22-03 2.14-03 2.10-03 2.30-03 2.77-03 3.52-03 4.80-03 5.92-03 7.14-03-2.06-03
   6   3 1.00-30 1.41-01 1.41-01 1.42-01 1.42-01 1.44-01 1.47-01 1.51-01 1.55-01 1.61-01 1.64-01 1.65-01 1.66-01 1.66-01 1.67-01 1.67-01
   6   4 1.63+11 2.52-02 2.53-02 2.55-02 2.60-02 2.73-02 3.23-02 4.09-02 5.72-02 9.22-02 1.23-01 1.58-01 2.14-01 2.64-01 3.18-01-8.66-02
   6   5 1.96+07 2.52-02 2.51-02 2.49-02 2.44-02 2.38-02 2.27-02 2.19-02 2.14-02 2.17-02 2.23-02 2.28-02 2.35-02 2.40-02 2.45-02 2.55-02
   7   1 6.42+11 5.68-03 5.69-03 5.71-03 5.76-03 5.87-03 6.23-03 6.88-03 8.15-03 1.15-02 1.58-02 2.16-02 3.07-02 3.85-02 4.69-02-1.41-02
   7   2 1.82+08 3.21-02 3.21-02 3.20-02 3.18-02 3.14-02 3.06-02 2.96-02 2.84-02 2.71-02 2.65-02 2.62-02 2.61-02 2.62-02 2.62-02 2.63-02
   7   3 1.85+11 4.51-02 4.53-02 4.65-02 4.89-02 5.39-02 6.99-02 9.54-02 1.36-01 2.10-01 2.84-01 3.78-01 5.34-01 6.71-01 8.17-01-2.34-01
   7   4 4.43+07 5.24-01 5.24-01 5.26-01 5.28-01 5.33-01 5.43-01 5.55-01 5.69-01 5.91-01 6.04-01 6.10-01 6.14-01 6.17-01 6.20-01 6.25-01
   7   5 2.70+10 9.83-02 9.80-02 9.67-02 9.45-02 9.11-02 8.54-02 8.26-02 8.43-02 9.59-02 1.09-01 1.25-01 1.52-01 1.77-01 2.03-01-4.29-02
   7   6 4.36+07 1.78+01 1.75+01 1.69+01 1.74+01 1.91+01 2.34+01 2.77+01 3.25+01 3.90+01 4.38+01 4.83+01 5.39+01 5.79+01 6.18+01-5.49+00
   8   1 1.58+08 1.17-02 1.17-02 1.17-02 1.16-02 1.15-02 1.14-02 1.14-02 1.15-02 1.21-02 1.29-02 1.38-02 1.47-02 1.52-02 1.56-02 1.61-02
   8   2 1.42+12 8.22-02 8.22-02 8.21-02 8.21-02 8.21-02 8.28-02 8.49-02 9.01-02 1.05-01 1.25-01 1.51-01 1.92-01 2.26-01 2.62-01-6.02-02
   8   3 7.44+07 1.37-01 1.37-01 1.39-01 1.41-01 1.45-01 1.58-01 1.73-01 1.91-01 2.14-01 2.33-01 2.49-01 2.67-01 2.77-01 2.84-01 2.97-01
   8   4 4.58+11 5.71-01 5.73-01 5.81-01 5.96-01 6.27-01 7.19-01 8.54-01 1.07+00 1.52+00 1.89+00 2.31+00 3.00+00 3.61+00 4.29+00-1.10+00
   8   5 2.00+07 9.16-01 9.15-01 9.12-01 9.06-01 8.98-01 8.82-01 8.70-01 8.60-01 8.56-01 8.55-01 8.52-01 8.49-01 8.47-01 8.47-01 8.48-01
