Ar+16        18        17  33237609.9305(1s)
    1 521                 (1)0(  0.0)         0.0000    {X}
    2 511512              (3)0(  1.0)  25061083.9848    {X}
    3 511512              (1)0(  0.0)  25226617.9402    {X}
    4 511513              (3)1(  4.0)  25229614.2218    {X}
    5 511513              (1)1(  1.0)  25352316.6533    {X}
    6 511514              (3)0(  1.0)  29660277.0712    {X}
    7 511514              (1)0(  0.0)  29703507.6001    {X}
    8 511515              (3)1(  4.0)  29707028.7453    {X}
    9 511516              (3)2(  7.0)  29735198.3503    {X}
   10 511516              (1)2(  2.0)  29736817.7003    {X}
   11 511515              (1)1(  1.0)  29740060.0290    {X}
   12 511517              (3)0(  1.0)  31247623.8022    {X}
   13 511517              (1)0(  0.0)  31265103.5780    {X}
   14 511518              (3)1(  4.0)  31266889.4179    {X}
   15 511519              (3)2(  7.0)  31278443.2596    {X}
   16 511519              (1)2(  2.0)  31279313.4901    {X}
   17 51151A              (3)3( 10.0)  31279901.2086    {X}
   18 51151A              (1)3(  3.0)  31279913.7934    {X}
   19 511518              (1)1(  1.0)  31280388.9258    {X}
   20 51151B              (3)0(  1.0)  31977351.0374    {X}
   21 51151B              (1)0(  0.0)  31986132.8024    {X}
   22 51151C              (3)1(  4.0)  31987090.9424    {X}
   23 51151D              (3)2(  7.0)  31992915.3422    {X}
   24 51151D              (1)2(  2.0)  31993401.3393    {X}
   25 51151E              (3)3( 10.0)  31993688.9814    {X}
   26 51151E              (1)3(  3.0)  31993699.1475    {X}
   27 51151C              (1)1(  1.0)  31993911.9867    {X}
   28 51151F              (3)4( 13.0)  31993943.8258    {X}
   29 51151F              (1)4(  4.0)  31993943.8893    {X}
   -1    303.659 74.0065 72.6809 32.6405 32.2664 32.1383 18.2883 18.1332 18.0787 18.0693 11.6765 11.5977 11.5697 11.5648 11.5626
17.00    3       2.89+04 5.78+04 1.45+05 2.89+05 5.78+05 1.45+06 2.89+06 5.78+06 1.45+07 2.89+07 5.78+07 1.45+08 2.89+08 5.78+08
   2   1 1.00-30 7.80-04 7.80-04 7.79-04 7.77-04 7.72-04 7.55-04 7.28-04 6.81-04 5.78-04 4.71-04 3.56-04 2.17-04 1.31-04 7.21-05 0.00+00
   3   1 1.00-30 1.49-03 1.49-03 1.49-03 1.49-03 1.50-03 1.52-03 1.55-03 1.61-03 1.75-03 1.90-03 2.08-03 2.32-03 2.48-03 2.60-03 2.82-03
   3   2 1.00-30 6.75-03 6.75-03 6.73-03 6.65-03 6.46-03 5.98-03 5.41-03 4.69-03 3.64-03 2.83-03 2.08-03 1.25-03 7.52-04 4.12-04 0.00+00
   4   1 1.00-30 4.40-03 4.40-03 4.39-03 4.38-03 4.33-03 4.19-03 3.98-03 3.63-03 2.93-03 2.26-03 1.60-03 8.91-04 5.17-04 2.79-04 0.00+00
   4   2 2.93+08 1.45+00 1.45+00 1.46+00 1.47+00 1.48+00 1.53+00 1.66+00 1.87+00 2.26+00 2.59+00 2.92+00 3.35+00 3.65+00 3.93+00-3.62-01
   4   3 1.00-30 1.12-02 1.12-02 1.12-02 1.10-02 1.07-02 9.83-03 8.68-03 7.13-03 4.81-03 3.23-03 2.00-03 9.65-04 5.23-04 2.73-04 0.00+00
   5   1 1.11+14 4.49-03 4.49-03 4.50-03 4.52-03 4.59-03 4.79-03 5.13-03 5.79-03 7.52-03 9.89-03 1.35-02 2.05-02 2.71-02 3.43-02-1.35-02
   5   2 1.00-30 1.11-02 1.11-02 1.11-02 1.09-02 1.06-02 9.73-03 8.59-03 7.07-03 4.78-03 3.21-03 1.99-03 9.62-04 5.22-04 2.73-04 0.00+00
