AR+17        18        18      35699910.0
    1 11                 (2)0( 0.5)            0.0
    2 12                 (2)0( 0.5)     26771481.9
    3 13                 (2)1( 0.5)     26772459.2
    4 13                 (2)1( 1.5)     26809420.9
    5 14                 (2)0( 0.5)     31740628.4
    6 15                 (2)1( 0.5)     31740924.7
    7 15                 (2)1( 1.5)     31751884.2
    8 16                 (2)2( 1.5)     31752154.2
    9 16                 (2)2( 2.5)     31755768.9
   10 17                 (2)0( 0.5)     33478279.4
   11 18                 (2)1( 0.5)     33478406.8
   12 18                 (2)1( 1.5)     33483029.5
   13 19                 (2)2( 1.5)     33483143.5
   14 19                 (2)2( 2.5)     33484669.0
   15 1B                 (2)0( 0.5)     34281897.9
   16 1C                 (2)1( 0.5)     34281962.0
   17 1C                 (2)1( 1.5)     34284328.1
   18 1D                 (2)2( 1.5)     34284386.5
   19 1D                 (2)2( 2.5)     34285167.5
   20 1G                 (2)0( 0.5)     34718150.6
   21 1H                 (2)1( 0.5)     34718187.3
   22 1H                 (2)1( 1.5)     34719556.2
   23 1I                 (2)2( 1.5)     34719590.0
   24 1I                 (2)2( 2.5)     34720042.0
   -1    325.398 81.4380 81.2046 36.1558 36.0866 36.0311 20.3212 20.2920 20.2685    0.0  12.9981 12.9831 12.9711    0.0     0.0  9.02270 9.01400 9.00710
 18.0    3       6.48+04 9.72+04 1.62+05 3.24+05 6.48+05 1.62+06 3.24+06 4.86+06 6.48+06 9.72+06 1.62+07 3.24+07 6.48+07 9.72+07
   2   1 1.00-30 2.25-03 2.25-03 2.25-03 2.25-03 2.25-03 2.25-03 2.25-03 2.26-03 2.26-03 2.27-03 2.29-03 2.33-03 2.38-03 2.43-03
   3   1 6.60+13 5.06-03 5.06-03 5.06-03 5.06-03 5.07-03 5.08-03 5.11-03 5.14-03 5.17-03 5.23-03 5.38-03 5.76-03 6.50-03 7.14-03
   4   1 6.63+13 1.01-02 1.01-02 1.01-02 1.01-02 1.01-02 1.02-02 1.02-02 1.03-02 1.03-02 1.04-02 1.07-02 1.15-02 1.30-02 1.43-02
   5   1 1.00-30 4.60-04 4.60-04 4.60-04 4.60-04 4.60-04 4.60-04 4.61-04 4.61-04 4.62-04 4.63-04 4.65-04 4.71-04 4.80-04 4.87-04
   6   1 1.76+13 9.92-04 9.92-04 9.92-04 9.92-04 9.93-04 9.95-04 9.99-04 1.00-03 1.01-03 1.02-03 1.04-03 1.09-03 1.20-03 1.30-03
   7   1 1.76+13 1.98-03 1.98-03 1.98-03 1.98-03 1.98-03 1.99-03 2.00-03 2.01-03 2.01-03 2.03-03 2.07-03 2.19-03 2.41-03 2.60-03
   8   1 2.03+10 1.07-04 1.07-04 1.07-04 1.07-04 1.07-04 1.07-04 1.08-04 1.08-04 1.08-04 1.09-04 1.10-04 1.14-04 1.19-04 1.24-04
   9   1 2.03+10 1.61-04 1.61-04 1.61-04 1.61-04 1.61-04 1.61-04 1.62-04 1.62-04 1.62-04 1.63-04 1.65-04 1.71-04 1.79-04 1.86-04
  10   1 1.00-30 1.72-04 1.72-04 1.72-04 1.72-04 1.72-04 1.72-04 1.73-04 1.73-04 1.73-04 1.73-04 1.74-04 1.76-04 1.79-04 1.82-04
  11   1 7.15+12 3.67-04 3.67-04 3.67-04 3.67-04 3.67-04 3.68-04 3.69-04 3.70-04 3.72-04 3.75-04 3.82-04 4.01-04 4.38-04 4.71-04
  12   1 7.15+12 7.33-04 7.33-04 7.33-04 7.33-04 7.34-04 7.35-04 7.38-04 7.41-04 7.44-04 7.50-04 7.64-04 8.02-04 8.76-04 9.42-04
  13   1 1.12+10 5.20-05 5.20-05 5.20-05 5.20-05 5.20-05 5.20-05 5.22-05 5.23-05 5.24-05 5.27-05 5.33-05 5.48-05 5.73-05 5.93-05
  14   1 1.12+10 7.79-05 7.79-05 7.79-05 7.79-05 7.80-05 7.81-05 7.82-05 7.84-05 7.86-05 7.91-05 7.99-05 8.22-05 8.60-05 8.89-05
  15   1 1.00-30 8.36-05 8.36-05 8.36-05 8.36-05 8.36-05 8.37-05 8.38-05 8.38-05 8.39-05 8.41-05 8.45-05 8.54-05 8.69-05 8.80-05
  16   1 3.60+12 1.77-04 1.77-04 1.77-04 1.77-04 1.77-04 1.77-04 1.78-04 1.79-04 1.79-04 1.81-04 1.84-04 1.93-04 2.10-04 2.25-04
  17   1 3.60+12 3.54-04 3.54-04 3.54-04 3.54-04 3.54-04 3.55-04 3.56-04 3.57-04 3.58-04 3.61-04 3.68-04 3.85-04 4.20-04 4.50-04
  18   1 6.30+09 2.77-05 2.77-05 2.77-05 2.77-05 2.77-05 2.78-05 2.78-05 2.79-05 2.79-05 2.81-05 2.84-05 2.92-05 3.04-05 3.14-05
  19   1 6.30+09 4.16-05 4.16-05 4.16-05 4.16-05 4.16-05 4.16-05 4.17-05 4.18-05 4.19-05 4.21-05 4.26-05 4.37-05 4.57-05 4.72-05
  20   1 1.00-30 4.70-05 4.70-05 4.70-05 4.70-05 4.70-05 4.71-05 4.71-05 4.71-05 4.72-05 4.73-05 4.75-05 4.80-05 4.88-05 4.94-05
  21   1 2.06+12 9.92-05 9.92-05 9.92-05 9.92-05 9.92-05 9.94-05 9.97-05 1.00-04 1.01-04 1.01-04 1.03-04 1.08-04 1.17-04 1.26-04
  22   1 2.06+12 1.98-04 1.98-04 1.98-04 1.98-04 1.98-04 1.99-04 2.00-04 2.00-04 2.01-04 2.02-04 2.06-04 2.16-04 2.34-04 2.51-04
  23   1 3.82+09 1.63-05 1.63-05 1.63-05 1.63-05 1.63-05 1.63-05 1.64-05 1.64-05 1.64-05 1.65-05 1.67-05 1.71-05 1.79-05 1.85-05
  24   1 3.83+09 2.45-05 2.45-05 2.45-05 2.45-05 2.45-05 2.45-05 2.46-05 2.46-05 2.47-05 2.48-05 2.51-05 2.57-05 2.68-05 2.77-05
   3   2 5.22+01 6.89-01 7.45-01 8.16-01 9.14-01 1.01+00 1.15+00 1.25+00 1.30+00 1.35+00 1.41+00 1.48+00 1.58+00 1.68+00 1.74+00
   4   2 3.05+06 6.72-01 7.07-01 7.65-01 8.67-01 9.87-01 1.15+00 1.28+00 1.35+00 1.40+00 1.46+00 1.55+00 1.66+00 1.77+00 1.84+00
   5   2 1.00-30 2.36-02 2.36-02 2.36-02 2.36-02 2.37-02 2.39-02 2.43-02 2.46-02 2.50-02 2.55-02 2.64-02 2.78-02 2.91-02 2.98-02
   6   2 2.36+12 1.22-02 1.22-02 1.22-02 1.23-02 1.24-02 1.28-02 1.37-02 1.46-02 1.55-02 1.74-02 2.09-02 2.79-02 3.77-02 4.45-02
   7   2 2.37+12 2.44-02 2.44-02 2.44-02 2.45-02 2.48-02 2.56-02 2.73-02 2.91-02 3.10-02 3.47-02 4.16-02 5.56-02 7.51-02 8.89-02
   8   2 1.77+09 3.16-02 3.16-02 3.17-02 3.17-02 3.18-02 3.20-02 3.23-02 3.27-02 3.31-02 3.36-02 3.46-02 3.60-02 3.73-02 3.80-02
   9   2 1.78+09 4.75-02 4.75-02 4.75-02 4.75-02 4.76-02 4.79-02 4.85-02 4.91-02 4.96-02 5.05-02 5.18-02 5.39-02 5.60-02 5.70-02
  10   2 1.00-30 4.92-03 4.92-03 4.92-03 4.93-03 4.93-03 4.96-03 5.00-03 5.05-03 5.10-03 5.18-03 5.31-03 5.52-03 5.74-03 5.86-03
  11   2 1.02+12 3.02-03 3.02-03 3.03-03 3.04-03 3.05-03 3.12-03 3.24-03 3.38-03 3.53-03 3.82-03 4.37-03 5.52-03 7.17-03 8.36-03
  12   2 1.02+12 6.04-03 6.04-03 6.05-03 6.06-03 6.10-03 6.23-03 6.48-03 6.76-03 7.05-03 7.63-03 8.73-03 1.10-02 1.43-02 1.67-02
  13   2 1.84+08 4.73-03 4.73-03 4.73-03 4.73-03 4.73-03 4.74-03 4.76-03 4.78-03 4.79-03 4.82-03 4.86-03 4.93-03 4.99-03 5.03-03
  14   2 1.84+08 7.09-03 7.09-03 7.09-03 7.09-03 7.10-03 7.11-03 7.14-03 7.16-03 7.19-03 7.23-03 7.29-03 7.39-03 7.49-03 7.54-03
